ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	発表ﾌﾟﾚﾐｱﾑ	売却側企業 営業利益(損失)	買収側企業 営業利益(損失)	ﾀｰｹﾞｯﾄ企業 営業利益(損失)	買収側企業 内部留保率	買収側企業 利付き負債(米国以外)	買収側企業 利子負担率	買収側企業 有利子負債	買収側企業 流動負債/総資本	買収側企業 現金比率	買収側企業 総負債/自己資本	買収側企業 財務ﾚﾊﾞﾚｯｼﾞ	ﾀｰｹﾞｯﾄ企業 内部留保率	ﾀｰｹﾞｯﾄ企業 利付き負債(米国以外)	ﾀｰｹﾞｯﾄ企業 利子負担率	ﾀｰｹﾞｯﾄ企業 有利子負債	ﾀｰｹﾞｯﾄ企業 流動負債/総資本	ﾀｰｹﾞｯﾄ企業 現金比率	ﾀｰｹﾞｯﾄ企業 総負債/自己資本	ﾀｰｹﾞｯﾄ企業 財務ﾚﾊﾞﾚｯｼﾞ
アーバンライフ	森トラスト・ホールディングス		267.79			127.909	4.24304									100		98.1533		57.2809	0.133466	444.205	5.63081
13発電所物件	カナディアン・ソーラー・インフラ投資法人	"ティーダ・パワー06,ティーダ･パワー05,Castilla Clean Energies Tsukuba KK,ティーダ･パワー10,ティーダ･パワー09,ティーダ･パワー02,Castilla Clean Energies Tsukuba 2 KK,ティーダ･パワー25,ティーダ･パワー07,ティーダ･パワー01,ユニバージー06,Clean Sangonera KK,ティーダ･パワー22"	267.71			21.7665				86.3694			1.64639	108.706	2.14786								
心斎橋アーバンビル	京阪神ビルディング	関西アーバン銀行	267.57		87.3968	49.9532		80.5312		95.151		6.21833	2.2498	118.378	2.15427								
GLP座間	ＧＬＰ投資法人	SNZ プロパティーズ合同会社	267.55			204.681				92.8729			0.293309	90.2127	1.90912								
旭テック	ユニゾン･キャピタル		267.35	5.88			43.5979									100		62.9062		54.3426	0.0828581	296.901	4.79914
日立リース	日立キャピタル		267.34			366.801		42.8795						872.923	9.88053								
アイディホーム	一建設		267.24	-4.29		317.993	57.2229	85.8856		96.2386		56.7867	0.234266	160.216		81.2333		96.2267		61.8053	0.382947	179.196	2.85533
ＳＢＩ証券	ＳＢＩホールディングス		265.73	26.92		1677.89	132.312	63.8425		81.4504		66.2238	0.278779	1154.83	12.5512	100			6262.26			346.846	
5 operational solar power plants	パシフィコ・エナジー		265.08																				
Taiheiyo Club Inc	マルハン		264.97																				
外貨ｅｘ ｂｙＧＭＯ	ＧＭＯフィナンシャルホールディングス	Zホールディングス	264.71		1529.34	112.282		39.9699			6409.94			1912.54	18.3373								
Shinwa Paltac Corp	パルタック/旧		264.67			33.6652		87.104				65.9461	0.138547	262.822	3.81751								
中野坂上サンブライトツイン	日本ビルファンド投資法人	都市再生機構	264.07			319.375				93.9277			2.14968	79.6277	1.85355								
オリックス証券	マネックスグループ	オリックス	263.9		2441.42	191.681		78.459			11129.7			1463.17	14.622								
ＰＧＭホールディングス	平和		263.49	5.29		50.0993	110.845			97.1482		15.5472	1.04814	90.0929	1.88928					8.07018	0.662282	194.404	3.08634
ユーラスエナジーホールディングス	豊田通商	東京電力ホールディングス	263.37		1353.27	2019.11		70.707		92.1922		41.1002	0.360002	242.913	3.66547								
東洋エクステリア	ＬＩＸＩＬ		263.25	-5.18		338.102	26.2758			93.4274		33.6964	0.189224	214.939	3.63544					17.7671	0.648636	34.2639	
Ｔ＆Ｄフィナンシャル生命保険	Consortium		262.77				-27.7617															2610.78	23.4316
Office building/Central Tokyo	EGW Asset Management Inc	武田薬品工業	262.74		4803.99																		
赤坂ガーデンシティ/東京都	積水ハウス・リート投資法人	積水ハウス	262.08		1755.35	148.214				90.5904			0.253366	94.4548	1.93969								
パックスモリ	王子ホールディングス		261.22			799.862		72.0197		93.9709		22.2925	0.304483	148.544	2.67865								
トーヨーエイテック	伊藤忠商事	マツダ	261		83.2001	2211.31		67.3624		95.7213		31.799	0.155839	220.373	3.50083								
テイボー	ノーリツ鋼機	"日本政策投資銀行,WISE PARTNERS (ﾌｧﾝﾄﾞ: WP1号投資事業有限責任組合)"	260.8			34.7898				81.2766		21.2304	1.47388	97.4353	2.02017								
リンクツーリスト	リンクアンドモチベーション	LSF SHR Holdings SCA	260			2.25819				75.8586		38.8092	0.404478	961.862	7.94872								
9 bath resorts	大江戸温泉リート投資法人	"大江戸温泉物語,合同会社香川県観光開発"	259.89			11.7271				89.7815			0.274562	77.3628	1.7979								
イオン八千代緑ヶ丘ショッピングセンター	日本都市ファンド投資法人	野村不動産ホールディングス	259.78		720.058	257.773		5.71739		89.518			0.885719	98.1366	2.02307								
東芝ストレージデバイス	東芝	富士通	259.66		2512.27	984.836		70.1723		97.6459		35.8472	0.41873	188.582	3.27137								
麹町ミレニアムガーデン	野村不動産ｵﾌｨｽﾌｧﾝﾄﾞ投資法人	森トラスト・ホールディングス	259.12		127.909	102.272				73.8892			0.361651	102.131	1.94892								
Space Communications Corp	スカパーＪＳＡＴホールディングス	"キリンホールディングス,三菱商事,三菱電機,三菱地所,三菱重工業,明治安田生命保険相互会社,プライベート･インベスター,三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ,東京海上ホールディングス"	259			180.654		59.9251		94.3922		14.268	1.3034	64.1429	1.65261								
日立インダストリイズ	日立プラントテクノロジー		258.77							93.8841													
ホテル10物件	いちごホテルリート投資法人	いちご	256.69		67.6808	7.34857		0.0301525		69.5474			0.594534	84.8699	1.83405								
ロコガイド	株式会社くふう中間持株会社		256.62	5.37			4.53175									100		100		8.05955	11.7045	12.724	1.21424
共栄火災海上保険	全国共済農業協同組合連合会		256.62			1724.52	54.7687	100						1169.13	14.0239	88.7083						364.593	5.08122
カチタス	アドバンテッジパートナーズ		256.58	74.41			107									69.5027		98.3791		15.5169	2.21811	96.5797	2.13721
ＢＭＢ	ブラザー工業	ＵＳＥＮ	256.47		90.4577	405.256	44.9431	36.3214		98.0699		20.3643	1.2609	50.5515	1.61849	61.9911		179.302		35.3793	0.23128	179.449	2.94391
クレハ･バッテリー･マテリアルズ･ジャパン	複数買収者		255.98																				
ポッカコーポレーション	サッポロホールディングス	"アドバンテッジパートナーズ (ﾌｧﾝﾄﾞ: ｱﾄﾞﾊﾞﾝﾃｯｼﾞﾊﾟｰﾄﾅｰｽﾞ･ｴﾑ･ﾋﾞｰ･ｱｲ ﾌｧﾝﾄﾞ三号),明治ホールディングス,CITIC Capital Holdings Ltd (ﾌｧﾝﾄﾞ: CITIC Japan Partners LP),ｹｲﾏﾝ･ｷｬﾋﾟﾀﾙ･ﾏﾈｼﾞﾒﾝﾄ･ｲﾝｸ"	255.65			-149.34				62.9426		35.0845	0.116503	311.652	3.87545			68.3153					
第一化学薬品	積水化学工業	第一三共	255.23		601.786	634.849		48.924		98.8943		24.5429	0.309815	68.3216	1.76467								
G-BASE田町	日本ビルファンド投資法人	"三井不動産,清水建設"	255.07			319.375				93.9277			2.14968	79.6277	1.85355								
三井ホーム	三井不動産		254.95	42.85		1922.19	51.0862	67.3288		88.8521		12.9317	0.183798	198.88	3.04731	67.714		99.7637		52.8681	0.571584	160.854	2.62724
"Dプロジェクト板橋新河岸,Dプロジェクト相模原,Dプロジェクト久喜VIII,Dプロジェクト四日市,Dプロジェクト茨城石岡"	大和ハウスリート投資法人	大和ハウス工業	253.74		3368.76	211.468				90.4563			0.62523	83.9369	1.83518								
ＪＭＳ東京本社ビル	プロパスト	ＪＭＳ	253.12		20.0642	16.1297		92.5		79.6885		48.1631	0.33589	285.733	4.2989								
ワンビシアーカイブズ	豊田自動織機	"野村ホールディングス,東京海上ホールディングス"	253.04			1114.61		65.932		96.5838		18.2694	0.503315	98.3127	2.07647								
ロイヤルパークスタワー南千住	Unnamed Buyer	インヴィンシブル投資法人	252.88		-13.6859																		
学生情報センターグループ	東急不動産ホールディングス	National Students Information Center	252.67			533.131		46.871		83.5754		15.0445	0.523123	342.495	4.35578								
外貨ｅｘ ｂｙＧＭＯ	Zホールディングス	サイバーエージェント 　	252.62		971.447	1529.34		39.799				30.3725	0.778638	138.204	3.07788								
ナブコ	ティーエスコーポレーション		252.2	27.76		31.5516	17.9274	75.0159				48.7681	0.0934446	223.603	3.2679	25.4658		71.0781		26.7696	0.258901	175.324	2.96178
エナリス	複数買収者		252.14	55.64			2.97786									100		63.3449		79.6386	0.120038	719.016	7.89146
興和紡績	大栄産興		251.96	115.2			15.7847									78.3311		90.8671		18.0003	0.375927	73.0959	1.73887
5 domestic real estate properties	大和ハウスリート投資法人		251.1			211.468				90.4563			0.62523	83.9369	1.83518								
コナミスポーツライフ	コナミスポーツ株式会社	コナミホールディングス	250.82		344.78																		
サーバントラスト信託	アスモ	"yenbridge Inc,バッカーズ"	250			6.23609		66.1371		99.3403		26.2752	1.97668	44.1268	1.454								
碑文谷ショッピングセンター	Unnamed Buyer	ユナイテッド・アーバン投資法人	249.43		165.996																		
"ロジスクエア守谷,ロジスクエア久喜Ⅱ,ロジスクエア浦和美園,ロジスクエア新座"	ＣＲＥロジスティクスファンド投資法人	"Unnamed Co,合同会社ＣＲＥ９"	249.35			25.0635				91.3947			0.674903	89.8916	1.94053								
東京ｵﾍﾟﾗｼﾃｨﾋﾞﾙ	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人	小田急電鉄	249.23		-228.187	311.085				94.2276			0.350185	94.4125	1.92718								
Beneficiary right for Tradepia Odaiba building	匿名組合ﾊﾞｯﾃﾘｰｲﾝﾍﾞｽﾄﾒﾝﾄ	双日	249.14		244.346																		
ＮＢＦプラチナタワー信託受益権	日本ビルファンド投資法人	プラチナインベストメント	248.49			319.375				93.9277			2.14968	79.6277	1.85355								
協同飼料	日本配合飼料		247.61	0.09		15.643	-1.92717	72.8882		92.9813		49.5892	0.0549846	193.917	3.11945			63.4895		48.0126	0.0412119	299.167	3.98419
"横浜町田物流センター,高槻物流センター"	日本ロジスティクスファンド投資法人	"一般社団法人TRYインベストメント・デルタ,合同会社オーエムツー"	247.08			84.7034		4.55297		91.79			0.469104	92.7503	1.95202								
Coffee brand includes Blendy MAXIM TRIPLESSO	味の素	Jacobs Douwe Egberts BV	246.67			941.482		61.1906		93.1763		23.499	0.539958	123.085	2.40237								
バファリンブランド商標権	ライオン	ﾌﾞﾘｽﾄﾙ ﾏｲﾔｰｽﾞ ｽｸｲﾌﾞ	246.63		-9185	412.977		77.5795		99.5882		38.2612	0.780937	82.2728	1.8544								
六本木ファーストビル	森ﾋﾞﾙ	森ヒルズリート投資法人	245.53		114.843	480.334		68.899		85.6914		5.89098	2.57492	305.77	4.12849								
富士通クライアントコンピューティング	複数買収者	富士通	245.42		2512.27																		
チェルシー･ジャパン	三菱地所	双日	244.95		244.346	2116.73		69.4114		90.9694		10.9088	0.263672	216.565	3.32622								
新立川航空機	サリエンテ		244.86	101.53																			
松下ＩＭＰビル	Unnamed Buyer	MCUBS MidCity投資法人	244.76		70.4865																		
日本テレコムインボイス	ソフトバンクグループ	インボイス	244.39			76714.2		98.1258		95.1571		28.1767	0.525936	347.819	5.48523								
総合車両製作所	東急		244.35	4.57		-298.634				181.146		27.8049	0.0667629	245.392	3.43525			163.496					
フランスベッド	フランスベッド		243.19							107.509													
紀州製紙	北越コーポレーション		242.48	2.64		16.0457	7.98345	83.3616		98.1788		23.4155	0.351063	86.0635	1.88713			117.608		42.7954	0.0932095	176.522	2.52685
六本木ヒルズ森タワー一部	森ヒルズリート投資法人	森ﾋﾞﾙ	242.03		480.334	114.843		0.00487747		92.8111			0.239352	100.678	2.00671								
Toshiba Hospital related assets	医療法人社団緑野会	東芝	241.91		984.836																		
安藤電気	横河電機		241.9	-0.2		298.077	-76.6119	52.7863		98.067		32.5562	0.608925	66.2652	1.6976			101.486		80.3624	0.0573334	-1330.17	7.43431
松下ﾛｼﾞｽﾃｨｸｽ	パナソニック		241.55			2635.17		71.7308				40.9566	0.56813	157.229	2.84506								
三井石油株式会社	東燃ゼネラル石油	三井物産	241.37		1347.24	747.284		73.1362		97.3656		49.8225	0.160686	350.819	4.8189								
メサイア・インベストメント	ＳＦＣＧ	ケン・エンタープライズ	240.96			164.63		46.402			3973.28			175.196	3.0306								
TMJ	セコム	"丸紅,ベネッセホールディングス"	240.75			1291.63		50.3167		99.4188		19.3708	1.82317	58.6183	1.73774								
Shinjuku Eastside Square	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人	三菱地所	239.22		2116.73	311.085				94.2276			0.350185	94.4125	1.92718								
第一證券	ＵＦＪつばさ証券		238.83	-28.73		154.719	-64.5617	67.1826			42318.7			1893.36	17.8411				622.438			799.889	8.84534
Alliance Etiquettes SAS	Chequers Capital Partners SA	Activa Capital SASU	238.16		2.88389																		
エム・エス・コミュニケーションズ	ティーガイア	"三菱商事,住友商事"	238.07			132.535		67.9497		99.554		63.4976	0.320602	265.321	3.48694								
サンルートプラザ東京	ｵﾘｯｸｽ不動産投資法人	サンホテルインベストメント	237.29			205.256		4.81429		91.3402			0.923697	96.1666	1.95083								
Japan Papua New Guinea Petroleum	ＥＮＥＯＳホールディングス	経済産業省	237.06			1801.53		37.8007		93.2769		33.1923	0.152377	228.215	3.46626								
あいおいニッセイ同和損害保険	トヨタ自動車		236.43	3.8		20731.6	321.547	70.1135		98.9066		34.5245	0.434115	163.017	2.65331							361.313	5.02408
U3 Pharma GmbH	第一三共	Life Sciences Partners BV	236.34			601.786		31.3673		96.6386		16.9564	2.21342	63.9223	1.62569					1.74986	45.674	41.3132	1.3782
北辰工業	ＮＯＫ		236.27			136.469				93.1454		24.5493	0.610868	65.7886	1.77188								
Sporting retail chain	複数買収者	Victoria Inc	235.83																				
リバーゲート	大和証券オフィス投資法人	テムズ特定目的会社	235.41			136.361		7.12014		94.122			0.992335	91.0326	1.91								
Shinjuku Front Tower	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人	三菱地所	235.13		2116.73	311.085				94.2276			0.350185	94.4125	1.92718								
学研ビル	三井住友ﾌｨﾅﾝｼｬﾙｸﾞﾙｰﾌﾟ	学研ホールディングス	234.86		47.0755	6707.19		49.2251	1896770					1950.3	20.5074								
汐留ビルディング	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人		234.39			311.085				94.2276			0.350185	94.4125	1.92718								
"ロジクロス福岡久山,ＭＪロジパーク厚木１,ＭＪロジパーク加須１,ＭＪロジパーク大阪１,ＭＪロジパーク福岡１"	三菱地所物流リート投資法人	三菱地所	234.02		2116.73	37.1527				95.2663			0.664135	52.097	1.50448								
イグニス	複数買収者		233.98	38.56			-2.15322											100.457		32.8173	0.738384	83.1053	1.79229
プロシード 15物件	スターツプロシード投資法人	スターツコーポレーション	233.38		208.17	25.0051				88.3649			0.154408	107.974	2.07853								
ダイエー	イオン		232.81	1.02		1421.84	-75.2856			80.466		59.9104	0.277336	1000.7	11.0613			107.136		30.2124	0.153555	197.802	2.80719
GLP 横浜	ＧＬＰ投資法人	ブルーロジスティクス3合同会社	231.98			204.681				92.8729			0.293309	90.2127	1.90912								
6 residential buildings	積水ハウス・リート投資法人	積水ハウス	231.66		1755.35	148.214				90.5904			0.253366	94.4548	1.93969								
不動産24 物件	サムティ・レジデンシャル投資法人	"サムティ,Unnamed Seller"	231.61			32.7466				87.081			0.215446	107.322	2.07964								
三菱総合研究所ビル信託受益権	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人	エムアールビー　インベストメント	231.59			311.085				94.2276			0.350185	94.4125	1.92718								
東京鐵鋼	共英製鋼		231.46	30.12		119.386	70.8804	70.3232		90.7833		28.5608	0.83564	76.2156	1.81958	86.9076		98.8927		19.6789	0.887804	35.528	1.34674
ロジポート尼崎	ラサールロジポート投資法人	尼崎プロパティー特定目的会社	231.25			105.068				92.3234			1.57655	79.4577	1.80979								
昭和薬品化工	複数買収者		230.49																				
Trust beneficiary rights in Tokyo & Osaka building	ｼﾞｬﾊﾟﾝﾘｱﾙｴｽﾃｲﾄ投資法人	Amagasaki Eki mae Kaihatsu YK	229.16			311.085				94.2276			0.350185	94.4125	1.92718								
ＪＡ三井リース	農林中央金庫		229.05			2924.31	140.865	59.0416	825237					1258.93	14.0732	78.1274			13843.3			954.97	10.7634
オリエント信販	ＧＭＯインターネット	ユニゾン･キャピタル	229.04			261.36		67.0362		98.862		87.1842	0.244649	1903.77	18.5215								
日本郵便逓送	日本郵政		228.97			8623.41		51.656				91.7255	0.886319	2041.9	23.6099								
SOSiLA横浜港北	SOSiLA物流ﾘｰﾄ投資法人	住友商事	228.43		-555.441	26.3466				92.9834			0.444026	69.4965	1.68853								
Travel Business of Club Tourism	クラブツーリズム	ＫＮＴ－ＣＴホールディングス	228.39		-255.468																		
富士機工	ジェイテクト		227.91	35.49		121.876	62.0521			93.312		28.533	0.331226	128.19	2.41419	91.3369		98.7582		41.4222	0.361772	107.376	2.32565
自動車電機工業	ミツバ		226.88	-42.35		80.6343	-6.55566	100		87.3672		39.9591	0.574325	695.609	9.75433					74.2181	0.0532481	793.786	5.00712
ﾀﾞｲﾔﾓﾝﾄﾞｺﾝﾋﾟｭｰﾀｰｻｰﾋﾞｽ	三菱ＵＦＪﾌｨﾅﾝｼｬﾙ･ｸﾞﾙｰﾌﾟ		226.87	10.76		9938.88	15.0541	58.5806	2806030					2033.96	21.2251	85.1852		99.2014		17.4218	0.282471	41.4214	1.38449
居住用施設4物件及びヘルスケア施設5物件	ケネディクス・レジデンシャル・ネクスト投資法人	ケネディクス	226.7		130.45	81.7688				87.4621			0.657058	116.817	2.15527								
昭和飛行機工業	三井Ｅ＆Ｓホールディングス		226.69	41.61		-115.49	21.535	100		85.2647		72.9656	0.243572	991.055	12.1533	73.8412		96.6285		17.1529	0.598318	83.0664	1.84731
ラウンドワン17店舗	Unnamed Buyer	ラウンドワン	226.38		-181.927																		
じぶん銀行	ＫＤＤＩ		226.2			9739.8		57.8619		99.2469		33.3771	0.235604	110.844	2.19982								
14 buildings in Japan	ジャパン・シニアリビング投資法人	"Unnamed Seller,ヘルスケア・インフラファンド秋田,有限会社ケイアンドユーインベストメント,KSLF GK,KSLF3 GK,KSLF4 GK,Healthcare Infra fund Kobe TMK,Healthcare Infra fund Tsukisamu TMK,KSLF2 GK,JFY GK,Satsuki GK"	225.87			6.86514		0.00578535		84.0808			0.50089	125.107	2.24631								
3 SUBSIDIARY CREDIT CLAIMS	オリックス	日本ＧＥ	225.78			2441.42		50.0437			66315.8			345.388	4.42217								
Permanent Magnet business	ＮＥＯＭＡＸ	日立金属	225.74		-464.232	101.821		88.1134		96.9959		35.2749	0.295267	66.7258	1.6756								
日鉄海運	ＮＳユナイテッド海運		225.35			63.5415		69.2546		86.5502		18.4411	0.554025	180.866	2.76933								
デンコードー	ケーズホールディングス		225.01	52.45		488.041		78.4685		99.1201		24.8398	0.263346	55.4078	1.54883			142.808					
InnFocus Inc	参天製薬	"ＨＯＹＡ,プライベート･インベスター,Crown Ventures Fund Inc,Saints Capital LLC (ﾌｧﾝﾄﾞ: Saints Capital VII LP)"	225			121.848				89.6175		19.5224	0.800621	30.9843	1.32873								
Jタワー	Unnamed Buyer	Ｏｎｅリート投資法人	224.96		31.2959																		
ワークスアプリケーションズ	ﾎﾟﾗﾘｽ･ｷｬﾋﾟﾀﾙ･ｸﾞﾙｰﾌﾟ		224.86	30.8														97.5286					
興亜石油	ＥＮＥＯＳ	Caltex Corp	224.77				34.7001			76.2095								80.1798		61.3953	0.0527708	482.392	5.66759
郵船ロジスティクス	日本郵船		224.76	43.39		674.817	39.0739	75.6435		95.5627		25.5124	0.191319	233.167	3.73047			57.8642		35.909	0.412542	144.924	2.86676
イハラケミカル工業	クミアイ化学工業		224.74	0.76		77.0134	36.2161	77.3345		98.9067		21.8395	0.573329	51.7183	1.54642	81.8348		99.7787		17.4419	0.991045	33.6278	1.41522
ティアック	フェニックスキャピタル		224.65				4.79202									100		59.2087		60.8434	0.31829	423.373	6.05968
御殿山テクノロジーセンター	住友不動産	ソニーグループ	224.19		9059.36	2068.15		86.593		91.0763		11.6672	0.281368	277.484	3.92824								
クラブツーリズム	ＫＮＴ－ＣＴホールディングス		224.16			-255.468				100.257		108.799	0.186761	-747.818	17.6843								
岩井コスモ証券	ＣＳＫ		224.02	8.56		81.9673	-30.7918			109.265		62.4742	0.510364	-488.487					998.878			317.528	4.69466
7 Central Tokyo multifamily properties	複数買収者		224																				
新日本無線	日清紡ホールディングス		223.79	16.93		11.6939	19.2972	63.1315		96.7853		34.902	0.249182	148.081	2.56526	100		97.6011		44.0343	0.0669695	220.141	3.38276
日本ヘルスケア投資法人	大和証券リビング投資法人		223.24	-1.15		72.2555	5.14707	16.6442		91.8557			0.356909	105.276	2.07037			92.1446			0.386772	104.999	2.04325
アーク森ビル一部	森ヒルズリート投資法人	森ﾋﾞﾙ	222.86		480.334	114.843		0.00487747		92.8111			0.239352	100.678	2.00671								
ロジポート尼崎	ラサールロジポート投資法人	尼崎ロジスティクス合同会社	222.83			105.068				92.3234			1.57655	79.4577	1.80979								
"IIF新川崎R&Dセンター,IIF市川フードプロセスセンター,IIF兵庫たつのロジスティクスセンター,IIF昭島ロジスティクスセンター"	産業ファンド投資法人	"日立物流,三菱商事,三菱ロジスネクスト,Unnamed Seller"	222.82			140.113				90.3105			2.16714	114.305	2.1715								
新日軽	ＬＩＸＩＬ	日本軽金属	222.4		173.188	338.102				93.4274		33.6964	0.189224	214.939	3.63544								
ｲｵﾝ津田沼ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ	MCUBS MidCity投資法人	ｴﾑｱｲﾃﾞｨｰｱｾｯﾄﾎｰﾙﾃﾞｨﾝｸﾞｽ特定目的会社	222.37			70.4865		4.47178		88.462			0.324949	92.9634	1.95726								
ソントン食品工業	イシカワ商事		222.22	46.35			8.61962									12.8921				9.52205	3.23335	16.7434	1.17136
台糖	DM三井製糖ホールディングス		221.57	-15.67		34.2516		53.5456		98.2797		18.9346	0.640664	64.5786	1.71736			11.7647					
